recipe name,Category,Description,,,,
Chocolate Hummus,appetizer,"Chocolate hummus is so delicious and full of chocolate, no one will ever know you made it with chickpeas! Try it for dessert with fresh fruit, cookies, crackers, or even by the spoonful!",,,,
Cilantro Edamame Hummus,appetizer,"Traditionally made with chickpeas, this hummus has a new twist using shelled edamame. Serve with pita chips or celery sticks.",,,,
Cilantro Jalapeno Hummus,appetizer,Tasty! Utterly tasty! Enjoy with pita chips or tortilla chips. Garnish with cilantro sprigs.,,,,
Easy Beet Hummus,appetizer,"Beet hummus is the perfect way to use leftover beets you don't know what to do with. Turn them into a delicious dip to serve with vegetables, crackers, or pita wedges.",,,,
Smoky Chipotle Hummus,lunch,"Make chipotle hummus at home instead of spending your good money on tiny containers of store-bought hummus! The chipotle pepper and cumin lend a bit of heat and smokiness to this hummus, while the cilantro brightens the flavor. It's perfect when you're entertaining a crowd! Serve with pita chips and fresh vegetables.",,,,
Spiced Sweet Roasted Red Pepper Hummus,appetizer,"Serve with pita bread-you can cut pita bread into wedges and toast it for a different taste sensation. Tahini is a sesame paste, you can usually find it in the Mediterranean section of your grocery store.",,,,
Raw Hummus,appetizer,"This raw, organic hummus is a treat from traditionally cooked hummus. It causes very little gas because all the enzymes are still there. When I serve this, I make a well in the middle and fill it with olive oil. Serve with pita bread, carrots, celery sticks, or small romaine leaves.",,,,
Authentic Kicked-Up Syrian Hummus,appetizer,"This hummus recipe was handed down to me by my Syrian grandmother. I took it and tweaked it just a touch by adding roasted garlic, making it my most-requested recipe. I finally made it for my grandma a few months ago, and she said it was incredible  that was my Oscar moment! Even people who don't like hummus love this recipe. And I'm modest too!",,,,
Basic Hummus,appetizer,"This basic recipe for hummus is quick and easy, and it tastes great with pita bread or veggies.",,,,
Easy Red Pepper Hummus,appetizer,"Red Pepper Hummus that has been a favorite of all my friends. Easy to make! Serve with chips, pita chips, veggies, or whatever.",,,,
Hummus from Scratch,appetizer,"This is a great recipe made from dried garbanzo beans and soy beans. I cook my beans in a pressure cooker for an hour in a half water, half stock solution, but the old 'soak the beans overnight and simmer for two hours' method would also work.",,,,
Harissa Hummus,appetizer,"Need a last-minute dish for surprise guests or dinner at a friend's house? Using pre-cooked chickpeas means making hummus in no time. Adding harissa powder leaves out the need to add any other spices and gives the hummus a nice kick of spiciness. Serve with flatbread or vegetables for an appetizer or potluck hit. Best if hummus is left to sit to allow the flavors to meld, but it can be eaten immediately. Store in the refrigerator.",,,,
No-Tahini Hummus,appetizer,Hands-down my most favorite dip!,,,,
Quick Black Bean Hummus,appetizer,Black beans make a delicious and healthy alternative to the usual garbanzo beans in hummus. This recipe is a crowd-pleaser and a nice staple at any gathering. Your vegetarian friends and family will thank you! If you have any roasted veggies on hand those also make a great addition blended in to the hummus!,,,,
Garlic Hummus,appetizer,Homemade garlic hummus.,,,,
Instant Pot Classic Hummus,appetizer,"Instant Pot classic hummus made from scratch saves you time and is easy to make. The hummus is soft, velvety, and creamy.",,,,
Chef Johns Green Hummus,lunch,"This simple, basil-spiked 'green' hummus is a great summer twist on everyone's favorite spread. Turkey on wheat? Yawn. Turkey on wheat with green hummus? Hello! And don't even get me started on wraps. I won't even touch a wrap that doesn't contain hummus, and neither should you.",,,,
Spicy Three Pepper Hummus,appetizer,"My family loves a popular brand of 3 pepper hummus. Unfortunately, they love it so much that a container is demolished in one sitting! This recipe makes 3 times the amount in the sore bought containers for about the same price as one 8 ounce tub.",,,,
Decadent Hummus,appetizer,"I have made this recipe for my family for several years now and it never disappoints. My kids take it on ski trips to share with the team and everyone always loves it! They always want to know why our hummus is a dark brown color. It's the olives!
The recipe is equally great without the olives and/or feta. Wonderful with pita bread, chips, crackers, or veggies!",,,,
Roasted Beetroot and Garlic Hummus,lunch,"This roasted beetroot and garlic hummus checks all the boxes: healthy, easy, delicious, and so pretty! It's the perfect snack throughout the week or a beautiful appetizer for guests. Garnish with a dollop of Greek yogurt and fresh herbs, and serve alongside veggies or pita. Enjoy!",,,,
"Sweet Potato ""Hummus""",appetizer,"This was simply a case of me wanting hummus, not having garbanzo beans, and making it anyway with sweet potatoes. I don't blame you if you're skeptical, but this stuff has the same taste and texture as hummus, just with a slightly sweet finish reminiscent of red pepper hummus. My wife, Michele, who has a much more discerning palate than I do, said that if blindfolded, she'd have trouble distinguishing this from real hummus.",,,,
EZ Restaurant-Style Hummus,appetizer,"This hummus recipe was perfected after a weekend of experimentation. Everyone that has tried it has loved it! Several people have said it's the best they've tasted. It tastes best if the beans and lemon juice sit first, but if you're in a hurry everything can be blended together without waiting. To serve, create wells in the hummus and drizzle with olive oil and ground paprika. If desired, garnish with diced cucumbers, tomatoes, and Greek olives for a festive salad/dip with pita bread.",,,,
Spicy Tuna and Hummus Salad,appetizer,Hummus replaces mayo in this recipe for a flavorful twist on a favorite sandwich food. Makes 4 generous-sized portions. Pack them individually for a quick and nutritious lunch. Serve with a handful of spinach and a slice of tomato on light whole wheat bread.,,,,
Fusion Hummus,appetizer,"This is kind of a Mediterranean twist on hummus. It's quick, cheap, and super tasty. It goes great on bread, crackers, and is good even stirred into grilled vegetables. Plus, garlic, balsamic vinegar, and rosemary... how could you go wrong?",,,,
Wasabi and Soy Sauce Hummus,dessert,"A healthy hummus, with a sushi-like twist! This is my first ever published recipe, so please be honest and kind in your comments! For my first batch I tried adding a sheet of nori (seaweed). I do not recommend this, unless you REALLY like the flavor of nori, as it completely overpowered the other flavors. Maybe some small slices on top, as a garnish? I've found that this recipe makes a nice condiment on sandwiches, too!",,,,
Hummus IV,appetizer,"A straightforward hummus that may be augmented with roasted red peppers or olives. Serve with crackers, flat breads or on a pita with sprouts for a great light lunch.",,,,
Asian-Inspired Carrot Hummus,appetizer,"The roasted carrots bring sweetness and the ginger adds a little zing. This hummus has layers of warm, spicy flavors, it's economical, easy to make, and best of all, you know everything that's going into it. Serve with freshly cut veggies, pita chips, naan bread, tortilla chips, crackers, or crostini.",,,,
Chocolate Cake Batter Hummus,appetizer,"Dessert hummus is a thing, and it is absolutely decadent without all the guilt! Serve with pretzels, strawberries, or graham crackers. Also makes a delicious filling for crepes topped with bananas. You can trick anyone into eating chickpeas when they taste this good! For a deeper color and flavor, use Dutch process cocoa powder.",,,,
Roasted Golden Beet Hummus,appetizer,"Golden beets are slightly sweet and really enhance the flavor of hummus. Typically made with chickpeas, this hummus gets its incredibly creamy texture from white beans. Optional garnishes include a drizzle of olive oil and a dash of paprika or some pomegranate arils. Serve with raw veggies or pita chips.",,,,
Spicy Jalapeno Hummus,appetizer,"Healthy hummus recipe that is so easy to make, you won't ever have to buy store-made hummus again. Adjust the spices to your taste!",,,,
Edamame Hummus with Garlic Scapes,appetizer,Glorious garlic-and-edamame-flavored hummus. I think this is my new favorite and a great way to use up garlic scapes from your CSA box.,,,,
Easy Black Bean Hummus,appetizer,This is a delicious and easy hummus to make. It's great to replace the meat in sandwiches with this hummus - it gives the sandwich great flavor. You can add less lemon juice according to your preference. You can also add additional spices if you like. Enjoy with some chips!,,,,
Roasted Garlic Hummus,appetizer,"A super easy, healthy snack for garlic lovers!",,,,
Easy Creamy Hummus,appetizer,"This is an adaptation of a recipe I found. I made adjustments to eliminate chopping and blending. It makes for an easy, tasty, creamy hummus. Garnish the top with some olive oil, ground paprika, or fresh minced basil if you like.",,,,
Arugula Hummus,appetizer,Spicy arugula is a delightful parsley alternative in this hummus. Excellent as a vegetable dip or a sandwich spread.,,,,
Carrot Hummus,appetizer,"This is my favorite dip of all time created by my friend Mary. Play around with the proportions to taste, you really cannot mess it up. If you want a vegan version, use vegan mayonnaise.",,,,
Hummus I,appetizer,"This is a very basic recipe for the popular garbanzo and sesame seed pate. Vary the flavor by adding a few mint leaves, a little fresh ginger, or red pepper flakes. I make it in a food processor now, but I used to make it by putting the garbanzo beans through a ricer.",,,,
Instant Pot Harissa Hummus,appetizer,"Classic hummus made from dried chickpeas in your Instant Pot with the kick of harissa, the smoked pepper paste from North Africa. Serve with warm flatbread or veggies. You can even add some to your soups for a twist in flavor. The hummus can be served immediately or refrigerated to help flavors meld.",,,,
Beet Hummus,appetizer,"I know beet hummus may not sound like it would taste very good. However, when I tried the hummus I couldn't taste the beet anymore and it had the most beautiful purply pink color. I could eat it with carrots and just enjoy it on a wrap or piece of toast. You seriously can't taste the beet and I can't stress this enough because I know this is what worries most people with these kinds of recipes. Beets are just packed with great nutritional benefits so I seriously recommend this recipe. Store in the refrigerator.",,,,
Creamy Israeli-Style Hummus,appetizer,"Creamy, smooth, and tasty hummus that uses a hint of peanut butter.",,,,
Avocado Lime Hummus,appetizer,"Avocado, lime, and rosemary flavors combine to form a delightfully different hummus!",,,,
Hot Wing Hummus,appetizer,"Craving hot wings but don't want the calories? This hummus variation will do the trick. Creamy, low fat, and full of flavor. Can be made as hot or mild as you like. Tastes great with celery sticks, too! It's good right away, and even better the next day!",,,,
Lemony White Bean Hummus,appetizer,"I came up with this recipe after wanting hummus, but not having chickpeas or tahini in the house. This is lemony, creamy, and really good for you! Try with pita bread or raw vegetables. Also good on a tortilla with chopped red bell pepper and olives.",,,,
Hush Puppies,appetizer,Simple yet good.,,,,
Buttermilk Hush Puppies,appetizer,Hush puppies are a great Southern tradition along with buttermilk coleslaw and Southern-fried catfish. Why not use all that buttermilk together in all your recipes? Try them all!,,,,
Quick and Easy Hush Puppies,dessert,"I don't normally like hush puppies. They are generally too dry, too dense, and too bland for my taste. After tasting some in a restaurant that I actually liked, I decided to come up with a recipe of my own. This one deliberately uses stuff right out of the pantry so that it can be whipped up quickly and served fast.",,,,
Moms Cajun Hush Puppies,dessert,These tasty little delights are sure to be the perfect appetizer! Serve warm with tartar sauce.,,,,
Hawaiian Hush Puppies,dessert,This was given to me by a friend years ago. I have since tweaked it to my liking and think you will like it also. I have eaten it many times with fried tilapia. I call them Hawaiian hush puppies because that's what they remind me of with the pineapples and slight sweetness.,,,,
Banana Ice Cream,dessert,"This banana ice cream is very simple and easy to make with just bananas, milk, and cream. I hope you'll enjoy it as much as my family does!",,,,
Blueberry Cheesecake Ice Cream,dessert,This blueberry cheesecake ice cream with the flavor of fresh blueberries and crunchy pieces of graham cracker crust in every bite makes a delicious summertime dessert.,,,,
Raspberry Ice Cream,dessert,"This home made raspberry ice cream is delightful, super fruity, and perfect for summer.",,,,
Carrot Cake Ice Cream,dessert,"Of all the cakes that could be converted into ice creams, carrot cake might not be the first cake that comes to mind, but this turned out incredibly well. This is a no-churn ice cream and you dont need an ice cream maker.",,,,
Pumpkin Ice Cream for Ninja Creami,dessert,I love anything pumpkin and I came up with this recipe for the Ninja Creami. I served it to company and they loved it.,,,,
Fried Ice Cream,dessert,"This fried ice cream is crunchy outside and smooth and creamy inside. Serve with whipped cream, honey, and cherries.",,,,
Easy Homemade Vanilla Ice Cream,dessert,"Use this sweetened condensed milk ice cream recipe to make vanilla ice cream, or add your favorite flavors.",,,,
Snow Ice Cream,dessert,This snow ice cream is very easy to make. I have fond memories of my mom making this for us when I was a child. Now I get to make it for my 3-year-old.,,,,
Gelato,dessert,"This gelato recipe is from my Italian mother-in-law. This basic recipe may be used as a base for your favorite flavors. Try adding vanilla, shaved chocolate, or your favorite fruits. Experiment with desired flavors!",,,,
Five Ingredient Ice Cream,dessert,"Five simple ice cream ingredients are all you need to make a fabulous frozen dessert! Before freezing, you can also add crushed sandwich cookies, nuts, chocolate chips, coconut, or other favorites.",,,,
Georgia Peach Homemade Ice Cream,dessert,This peach ice cream is the best you'll ever eat!,,,,
Coconut Ice Cream,dessert,Creamy coconut ice cream with a rich coconut flavor. A sweet treat that any coconut lover would enjoy.,,,,
Super Lemon Ice Cream,dessert,"This lemon ice cream is tart, tangy, and very refreshing in the summer!",,,,
Five-Minute Ice Cream,dessert,"This fruit ice cream is a fast, frozen treat that doesn't lack quality. It is an easy 5-minute recipe to wow last-minute guests with.",,,,
2-Ingredient Ice Cream,dessert,This 2-ingredient ice cream recipe combines whipped cream with sweetened condensed milk to make the easiest ice cream ever!,,,,
Cinnamon Ice Cream,dessert,This cinnamon ice cream is a delicious treat. It reminds me of the cinnamon ice cream I used to get at Ray's Ice Cream in Detroit!,,,,
Blackberry Ice Cream,dessert,This no-fail blackberry ice cream recipe captures the taste of fresh summer berries.,,,,
Peach Ice Cream,dessert,"This peach ice cream recipe is a creamy, delicious summertime treat!",,,,
Butter Pecan Ice Cream,dessert,"This homemade butter pecan ice cream is a creamy, excellent summertime treat!",,,,
Easy Banana Ice Cream,dessert,"When bananas are over-ripe, don't throw them away. Peel them, wrap them in plastic wrap, and freeze them. Two ingredients are all you need to make this family-pleaser.",,,,
Matcha Green Tea Ice Cream,dessert,This green tea ice cream is made with real matcha powder. I created the recipe based on the sweet cream base from Ben and Jerry's.,,,,
Ice Cream Base,dessert,"A custard-style ice cream base -- from my favorite chef -- that any number of flavors can be added to. We have used chocolate, banana, strawberry, cookie dough, and blueberries, and all were wonderful!",,,,
No-Cook Eggnog Ice Cream,dessert,"A super easy, almost too easy, very rich ice cream machine recipe for the holidays.",,,,
Easy Ice Cream in a Bag,dessert,Great recipe for kids on a campout. Eat the ice cream right out of the bag or serve over homemade cobbler.,,,,
Maple Walnut Ice Cream,dessert,A Canadian favorite! This sweet ice cream actually stays soft even after a week.,,,,
Cookie Dough for Ice Cream Eggless,dessert,A wonderful addition to any ice cream. Turn any vanilla ice cream into cookie dough. Much better than the store-bought cookie dough ice cream. NOTE: This does not include the ice cream recipe--just the dough.,,,,
Homemade Peanut Butter Ice Cream,dessert,The perfect peanut butter ice cream! Mix with peanut butter cups for an extra yummy treat. No eggs and no cooking required!,,,,
Vanilla Cherry Ice Cream,dessert,This recipe makes classic vanilla ice cream with a slight undertone of almond and dotted throughout with fresh cherry pieces.,,,,
Keto Ice Cream,dessert,"This keto ice cream is quick to make with no ice cream machine needed! After trying different variations of ingredients, I finally figured out a combination that produced a smooth and creamy texture, yet didn't freeze rock-hard like most no-churn ice cream can.",,,,
Chef Johns Strawberry Ice Cream,dessert,"Many people consider this type of strawberry ice cream recipe a 'hack' or a 'cheat' because we're skipping the more time-consuming and sometimes temperamental egg-custard step; but even if I didn't want to save time I'd still prefer this method. To be clear, I'm only speaking about this specific flavor of ice cream. For deep, dark chocolate, or butter pecan, I'll take the classic French-style every time. But, for sweet, juicy strawberries, I'm not a big fan of the egginess you get with the traditional method.",,,,
Irish Cream Ice Cream,dessert,"I LOVE Irish cream ice cream, so when I got my own ice cream maker I went looking for a recipe to duplicate it. To my horror after an extensive search of the internet I could only fine one, and it was WAY to large for my 2-quart maker. So I came up with one of my own. The result was a surprisingly good substitute for the expensive brand! Because of the liqueur it takes a bit longer to harden than the recipes without liqueur, but the wait is worth it!",,,,
Easy Snow Ice Cream,dessert,The only thing that makes shoveling two feet of snow during a cold Minnesota winter sweet fun!,,,,
Amaretto Ice Cream,dessert,"Delicious, creamy amaretto ice ream that uses no eggs. Very quick and easy! It can be used in floats or milkshakes!",,,,
Black Walnut Ice Cream,dessert,My dad and I loved black walnut anything. Black walnuts taste very different than English walnuts so I created this one on his behalf. I like it best topped with caramel sauce or honey.,,,,
Easy Malai Kulfi,dessert,"Kulfi is best described as Indian-style ice cream. However, unlike ice cream, kulfi is not churned. This is a fantastic summer dessert. This is a quick and easy version of kulfi. I almost never make kulfi the old way any more.",,,,
Caramel Apple Ice Cream,dessert,"Apple chunks are cooked in butter with apple cider and apple pie spice, then blended into a rich ice cream mixture. When frozen, swirls of caramel topping are drizzled throughout.",,,,
Lavender Ice Cream,dessert,This lavender ice cream is sweetened with honey instead of sugar. So good on a hot summer day!,,,,
Fresh Lavender Ice Cream,dessert,A summery lavender ice cream recipe.,,,,
Guinness Ice Cream,dessert,Subtle smoky/chocolatey flavors make this ice cream a divine treat for St. Patrick's Day or any day. Don't skimp on the cream! How about a scoop on top of a brownie or chocolate cake?,,,,
Snow Cream,dessert,"Fresh snow turned ice cream in 5 minutes or less! Fun to do with kids. The toppings/mix-in options are endless. Fresh fruit is a great mix in for snow cream, as well as chocolate chips.",,,,
Cake Batter Ice Cream,dessert,"I was in love with cake batter ice cream from a couple of local stores, so I combined a couple of different recipes and came up with this one.",,,,
White Chocolate and Raspberry Ice Cream,dessert,A very rich and yummy white chocolate ice cream made with a custard base.,,,,
Snow Ice Cream I,unknown,"My dad always said we had to wait until there was at least 2 and 1/2 feet of snow already on the ground with more coming steadily because then we knew the snow was clean. I can count on one hand the number of times the snow was clean enough to make snow ice cream. It's almost worth moving to a part of the country that gets more snow because boy is it good stuff! This recipe contains raw eggs. We recommend that pregnant women, young children, the elderly and the infirm do not consume raw eggs.",,,,
Banana Pudding Ice Cream,lunch,This creamy banana pudding ice cream is an easy dessert that's perfect for summer.,,,,
Orange-Pineapple Ice,dinner,"This creamy orange and pineapple frozen dessert is made in an ice cream maker. It's an old family recipe that I get a lot of compliments on. Add whole milk to the remaining portion in the freezer, if any.",,,,
Green Onion Garlic Naan Bread,dinner,"I am going to show you how to make naan Chef John-stylewhen I want it fast and I don't want to use yeast and wait for a dough to rise but I also want it just as good as if I did. While I originally tried this method to save time, it produces what might be my favorite style of naan. It really is incredible whether you use garlic and green onions, or not. As naan are made, they must be stacked and wrapped in a kitchen towel to keep them soft and supple.",,,,
Chef Johns Mulligatawny Soup,lunch,"I'm showing you my take on what is considered one of the world's greatest soups. Which was invented, I hear, because British soldiers in India weren't able to start a meal without soup. This is incredibly hearty, savory, and comforting, and something that should be on every soup lover's bucket list. Serve with naan.",,,,
Slow Cooker Butter Chicken,dessert,Butter chicken is one of my favorite Indian dishes. It's easy to prep for the slow cooker in the morning to come home to the wonderful aroma of warm Indian spices... I love it! Serve with basmati rice and warm naan bread.,,,,
Butter Chicken Murgh Makhani,dinner,"This butter chicken recipe is so delicious, flavorful, and easy to prepare at home. My entire family loves this curry. Serve over warm basmati rice along with some naan bread for a delicious Indian meal.",,,,
Quick Whole Wheat Chapati,dinner,Chapati is an unleavened whole wheat bread that is eaten in India. We love to use it as a wrap.,,,,
Gajar Ka Halwa Carrot Halwa,dinner,"Carrot halwa, or gajar ka halwa, is a traditional Indian dessert that's deliciously rich and creamy. This recipe uses whole milk, not condensed milk. Serve warm with vanilla ice cream for a real treat!",,,,
Easy Garam Masala,unknown,"This garam masala recipe is an aromatic blend of Indian spices. Garam masala is better when made with whole spices that have been roasted and ground, but this is a quick and easy substitute that's pretty good.",,,,
Indian Style Basmati Rice,dinner,This savory Indian rice recipe is flavored with whole spices and fried onions. Soaking the basmati rice before cooking makes all the difference. Serve this Indian-style rice with your favorite Indian curry or dal (lentils). Make sure you warn people not to bite into the whole spices!,,,,
Easy Indian Butter Chicken,lunch,An easy butter chicken recipe I've perfected over the years and shared with many others. The sauce is perfect when creamy and not too thick or too thin. The level of salt and spices can be suited to your taste. Garam and tandoori masala can be found in the ethnic aisle of your grocery store.,,,,
Naan,dinner,"This homemade naan recipe makes soft, chewy naan with a buttery taste. It is the best I have tasted outside of an Indian restaurant. Simply delicious eaten warm brushed with melted butter or served with your favorite curry.",,,,
Indian Chicken Curry,lunch,This Indian-inspired creamy chicken curry recipe is similar to a curry I had in India. The aromatic spices and flavors are a delight to the senses! Delicious with fresh naan and basmati rice.,,,,
Indian Chapati Bread,dinner,This chapati recipe is simple and delicious. Serve this Indian flatbread with curries or use it as a sandwich wrap. Enjoy!,,,,
Easy Curry Sauce,dinner,"This curry sauce is versatile and can be served as a main course with meats and vegetables or as a sauce for dipping or spicing up veggie side dishes. It's great over baked potatoes, too.",,,,
Mulligatawny Soup,dinner,"Mulligatawny soup means ""pepper water,"" and curry is the particular ingredient that gives this incredible dish such a delicious flavor, or so I'm told. This old recipe was given to me long ago.",,,,
Chili Garlic Homemade Paneer,dinner,Homemade paneer is marinated in a spicy chili garlic marinade which adds a wonderful flavor to this versatile Indian cheese. Pan-frying the paneer gives it delightful texture.,,,,
Chicken Makhani Indian Butter Chicken,dinner,"This butter chicken recipe, or chicken makhani, is one of my favorite Indian dishes. It features a full-flavored sauce that complements the chicken well. It can be made as mild or spicy as you wish by adjusting the cayenne. Serve with basmati rice and naan bread.",,,,
Chicken Tikka Masala,unknown,Chicken tikka masala made easy with this great-tasting recipe  simply marinate chicken breast in yogurt and spices and then simmer in a tomato cream sauce. Serve with rice or warm pita bread.,,,,
Authentic Saag Paneer,lunch,"Saag paneer is a classic Indian dish of cooked spinach studded with cubes of fried paneer cheese. Thickened with cream or coconut milk, it's a hearty and filling vegetarian meal.",,,,
Red Lentil Curry,lunch,This red lentil curry is rich and hearty. It's great as a main meal rather than a side dish like the more traditional Indian dhal. Don't let the ingredient list faze you  this is an easy dish to make. This dish is excellent served with basmati rice.,,,,
Tandoori Masala Spice Mix,dinner,"Homemade tandoori masala spice mix! I came up with this when I needed a spice mix for a butter chicken recipe. Rather than another trip to the store, I decided to make my own.",,,,
Chana Masala Savory Indian Chick Peas,drink,"Give this chana masala dish a try and don't look back. Indian food is not just curried sauces. This spin on an Indian chickpea curry features a healthy mixture of chickpeas, tomatoes, onion, and spices. Both carnivores and vegetarians will enjoy this meal. My kids love it. Leave out the green chile if the kiddies will be eating. Serve over basmati or jasmine rice and enjoy. Namaste y'all!",,,,
Indian Saag,dinner,"Indian saag is a curry of cooked mustard or similar bitter greens (kale, collards, turnip greens) and spinach or similar mild greens (chard, bok choy, beet greens). Any combination of greens works! Use more spices and peppers for hot saag or less for mild.",,,,
Vegan Sweet Potato Chickpea Curry,drink,This sweet potato chickpea curry is a yummy vegan dish. Serve with basmati rice and naan bread.,,,,
Haldi Ka Doodh Hot Turmeric Milk,dinner,"Turmeric milk is a great home remedy for cough, congestion, colds, and skin problems. This winter, replace your usual hot cocoa with an invigorating cup of wellness  bonus points for jammies and slippers. Turmeric can stain clothing and countertops, so wear an apron and proceed with caution.",,,,
Chicken Biryani,dinner,"Chicken biryani is a delicious Pakistani/Indian rice dish that's typically reserved for special occasions such as weddings, parties, or holidays such as Ramadan. It has a lengthy preparation, but the work is definitely worth it. For biryani, basmati rice is the ideal variety to use.",,,,
Chai Tea Latte,dinner,"This milky chai tea latte is really similar to the brand Oregon Chai. Simply delicious either hot or iced! This will save you more money than buying the chai. In India, each family has their own way of making it, so you should experiment to find your favorite blend.",,,,
Vegetarian Korma,appetizer,"This vegetable korma recipe is an easy vegetarian curry. It's rich, creamy, mildly spiced, and extremely flavorful. Serve with naan and rice.",,,,
Chef Johns Chicken Tikka Masala,dinner,"Chicken tikka masala is usually made with heavy cream, but I like to use coconut milk instead; its subtle sweetness works beautifully with the spices in the dish. Serve with steamed rice.",,,,
Indian Spiced Onions,dinner,Spicy onions just like the ones served in Indian restaurants as a side dish! Delicious served with crispy papadums as a starter for any Indian meal.,,,,
Beef Samosas,lunch,"These savory, spicy beef samosas are wonderful. My friend from Bangladesh gave me this recipe. You just can't buy better in the shops!",,,,
Indian Shrimp Curry,lunch,This shrimp curry recipe is a subtle yet richly flavored curry that complements prawns perfectly. It tastes wonderful and is a very easy meal to prepare when you are in a hurry. Make sure to remove the shrimp tails before adding them to the skillet. Serve with rice.,,,,
Chicken Saag,lunch,"Chicken saag is a classic Indian dish made with chicken, spinach, spices, and sour cream. Serve with basmati rice.",,,,
Indian-Style Seekh Kebab,dinner,These lamb seekh kebabs are a spicy and extremely flavorful recipe that will surely be a hit at any outdoor party.,,,,
Easy Two-Ingredient Naan,dinner,"While this two-ingredient naan is not a true, traditional naan bread, it sure works in a pinch!",,,,
"Spicy Indian Green Beans, Gujarati Style",dinner,"These Gujarati-style Indian green beans deliver sweet, salty, and spicy flavors in every bite.",,,,
Chicken Madras,dinner,Chicken madras is a classic Indian curry made with fragrant spices and green chiles. It has so much flavor and smells delicious while it cooks. You can make this curry in the morning and leave it to infuse throughout the day to make it even more delicious.,,,,
Authentic Chicken Tikka Masala,dinner,This authentic chicken tikka masala dish follows an old family recipe.,,,,
Indian Fish Curry,appetizer,This Indian fish curry is a very spicy dish. The recipe was inspired by a Bengali fish recipe my mother used to make in India.,,,,
Punjabi Chicken in Thick Gravy,dinner,This Punjabi chicken curry features a thick gravy with a nice spicy flavor that's not too hot. You may adjust the heat by adding more serrano peppers. Serve over rice or with chapati or roti.,,,,
Goan Pork Vindaloo,lunch,"Traditional Goan pork vindaloo is flavored with chiles, garlic, and vinegar. It's spicy and tangy at the same time, and it will leave your taste buds tingling for more! Serve with rice or crusty rolls.",,,,
Crispy Vegetable Pakoras,dessert,"These vegetable pakoras are delicious. You'll love this recipe if you've ever had Japanese tempura-coated veggies. These pakoras are similar, but the spiced batter gives them a unique taste. Serve with chili sauce, mint yogurt sauce, or sweet and sour sauce. Try this recipe with other vegetables, such as sweet potatoes, broccoli, and asparagus.",,,,
Easy Chicken Curry,drink,"Try this easy chicken curry recipe for one of the simplest curry dishes you'll ever make! Just saut chicken breasts with onion and curry powder, then serve over hot cooked rice with a side of mango chutney if desired.",,,,
Gujarati Kadhi,appetizer,"Gujarati kadhi is more watery than Punjabi kadhi, and I love it. I particularly like the sweet-and-sour flavor that is typical of Gujarati cooking. This kadhi is great to eat with plain rice or khichdi.",,,,
Kheer Rice Pudding,dinner,Easy kheer recipe for Indian rice pudding. It's so full of flavor and very easy to make  it's the best rice pudding I've ever had!,,,,
Indian Lassi,unknown,Learn what a lassi drink is with this basic recipe for the popular Indian beverage. You can adjust the amount of yogurt or water for a thicker or thinner consistency. Garnish with fresh mint if desired.,,,,
Air Fryer Pakoras,dinner,These air fryer pakoras have all the things you love about pakoras but without the deep frying. Don't forget the yogurt dipping sauce!,,,,
Indian Saffron Rice,dinner,"Indian saffron is richer, darker in its red-orange color then the Spanish or Italian, and gives a better flavor to rice. The saffron should always be steeped in hot water ahead of time and used as part of the liquid in the recipe. The following is a recipe prepared in the Indian manner.",,,,
Mild Curry Powder,dinner,"A fragrant yellow curry powder to use in soups, sauces, rice, and anything else you can think of!",,,,
Chicken Vindaloo,dinner,"Chicken vindaloo is a spicy curry dish. It was originally a Portuguese dish of spicy pork, but you can add any meat you wish.",,,,
Creamy Cashew Chicken Curry,dinner,"Mooove over, real cream - this curry is made rich and creamy with (cow-free) cashew cream, which is remarkably similar to heavy cream in appearance, taste, and in-sauce behavior. In fact, cashew cream actually thickens up faster. Make this straightforward recipe with some garam masala, and garnish with whole cashews, lime wedges, and cilantro. Serve with rice, garlic naan, or both!",,,,
Bengali Chicken Curry with Potatoes,appetizer,"A delicious authentic recipe of chicken curry. I've had this almost every day growing up. If you want a more creamy and smooth sauce, blend the onions and tomatoes before adding the chicken and potatoes.",,,,
Easy Palak Paneer,lunch,This palak paneer recipe is a delicious Indian dish that is good on its own or served with rice or naan bread. Substitute tofu for paneer to make it vegan.,,,,
Spicy Vegan Potato Curry,dinner,This vegan potato curry has abundant spices that make this better than any restaurant curry I've tasted.,,,,
Easy Baked Indian Samosas,drink,"This has all the flavor and heartiness of a great samosa without the frying. Although this is an easier, healthier version of the fried samosa, it tastes very authentic. This recipe has the added advantage that you can make ahead and freeze uncooked samosas, simply skip the egg brushing, freeze until you're ready and cook at 350 degrees F (175 degrees C) for 25 to 30 minutes. Serve warm, plain, or with chutney.",,,,
Naan Bread Margherita Pizza with Prosciutto,dinner,"This naan bread pizza recipe is one of my favorite Friday night dishes. This pizza is quick, simple, and delicious. Instead of making the pizza dough from scratch, I decided to use naan bread for the pizza base. Using naan bread saves time and is also great for portion control. The only difference between this recipe and most pizza recipes is that it doesn't include tomato sauce on the base. I don't like the sogginess that comes from the sauce but feel free to try it with the sauce, as it will still yield good results.",,,,
Turmeric Milk,dinner,"I frantically started searching for recipes when my husband brought home 1 kilo of fresh turmeric root. I found many drink recipes calling for milk, turmeric, and ginger root. I sampled different amounts of each ingredient and feel this is a perfect balance between creamy almond milk, spicy ginger, and the earthy taste of turmeric. This is a less spiced version of Haldi Ka Doodh.",,,,
