type,title,info,meal_plans
moms,cajun,"[13650.0, 859.6, 596.3, 563.0, 118.74, 819, 60]",['the big easy delight!']
moms,cajun,"[14721.6, 512.6, 1020.875, 514.225, 86.2825, 1535, 52]",['the louisiana spice-fry extravaganza!']
moms,cajun,"[13958.75, 887.2, 710.625, 520.175, 121.8175, 1680, 62]",['cajun craze cuisine']
moms,cajun,"[13590.0, 542.2, 861.075, 540.475, 83.1325, 1520, 52]",['the louisiana heatwave!']
moms,cajun,"[13803.25, 729.925, 668.375, 762.9, 111.0525, 1552, 48]",['cajun carnival cuisine']
moms,cajun,"[14746.35, 776.95, 738.25, 635.6, 99.49, 1779, 56]",['the louisiana spice tour!']
moms,cajun,"[14161.5, 584.925, 880.2, 600.1, 85.64, 1595, 58]",['cajun creole carnival!']
moms,cajun,"[13043.5, 657.275, 778.3, 550.75, 92.03, 1747, 56]",['the louisiana fiesta!']
moms,cajun,"[13853.75, 851.275, 777.8, 432.7, 105.1025, 1939, 60]",['cajun creole carnival!']
moms,cajun,"[13974.5, 735.05, 762.775, 541.4, 111.9025, 1512, 44]",['the louisiana spicy seafood extravaganza!']
moms,cajun,"[13811.75, 804.925, 691.85, 501.4, 107.6025, 1705, 58]",['the louisiana bayou feast']
moms,seafood spectacular,"[13460.25, 424.47, 631.915, 1544.61, 72.9575, 350, 40]",['southern comfort fusion']
moms,seafood spectacular,"[13210.65, 665.6, 793.725, 718.225, 122.0775, 317, 31]",['the seafood fiesta!']
moms,seafood spectacular,"[13152.0, 391.07, 615.065, 1540.81, 58.23, 380, 55]",['tastebud tango: a seafood sensation!']
moms,seafood spectacular,"[14562.3, 569.3, 977.75, 646.775, 101.46, 724, 51]",['tropical seafood fusion!']
moms,seafood spectacular,"[13350.05, 410.675, 646.225, 1453.525, 89.4725, 207, 42]",['seaside supper spectacular!']
moms,seafood spectacular,"[14051.5, 396.97, 1303.615, 164.785, 52.745, 375, 32]",['the coastal culinary adventure!']
moms,seafood spectacular,"[14754.5, 718.625, 929.075, 832.975, 107.4375, 330, 48]",['culinary creole fusion!']
moms,seafood spectacular,"[14680.85, 511.3, 611.475, 1849.675, 97.9275, 423, 55]",['seafood spectacular!']
moms,seafood spectacular,"[13251.0, 602.65, 748.125, 788.475, 74.4325, 287, 42]",['tantalizing seafood extravaganza!']
moms,seafood spectacular,"[13558.0, 448.2, 861.4, 922.45, 61.7675, 294, 47]",['seafood extravaganza!']
moms,seafood spectacular,"[13497.35, 710.25, 753.4, 841.85, 101.8725, 616, 46]",['the seafood spectacular!']
moms,seafood spectacular,"[13812.5, 383.225, 635.325, 1693.85, 57.9125, 285, 58]",['the unconventional seafood extravaganza!']
moms,french,"[14057.5, 487.7, 894.05, 970.9, 62.5575, 1177, 53]",['gastronomic gala of french fare']
moms,french,"[14230.5, 572.95, 692.4, 1305.675, 100.75, 825, 39]",['gourmet french fusion feast']
moms,french,"[14784.75, 440.65, 760.05, 1513.325, 38.6625, 1135, 32]",['the holiday brunch bonanza!']
moms,french,"[13812.0, 609.55, 971.3, 605.75, 41.765, 577, 40]",['rosemary lamb and apple delight']
moms,french,"[14098.5, 866.15, 868.0, 436.65, 98.9525, 590, 35]",['savory and sweet supper spectacular!']
moms,french,"[13461.0, 541.95, 512.0, 1607.575, 40.9625, 1265, 44]",['a taste of france: french toast lamb shanks country bread plum torte and lobster bisque.']
moms,french,"[13036.75, 350.175, 903.575, 858.225, 39.2475, 708, 50]",['the epicurean delight!']
moms,french,"[14971.75, 572.675, 966.725, 899.725, 52.105, 1840, 52]",['the french-canadian fusion feast!']
moms,french,"[13494.0, 239.925, 726.6, 1534.15, 23.4375, 710, 45]",['gourmet gala of french delights']
moms,french,"[14407.25, 473.6, 962.3, 897.625, 49.1875, 1302, 49]",['the epicurean odyssey']
moms,french,"[14227.75, 382.65, 742.25, 1454.8, 43.69, 783, 76]",['taste of the big easy']
moms,french,"[13823.25, 663.475, 791.0, 923.9, 92.6925, 720, 81]",['the savory symphony of lamb']
moms,french,"[13696.0, 238.65, 595.4, 1831.85, 20.0675, 910, 40]",['mountain munchies']
moms,french,"[14542.0, 509.1, 669.6, 1530.05, 46.4325, 1418, 49]",['the ski and waffle extravaganza!']
moms,global fusion,"[13920.5, 416.85, 830.3, 1212.95, 46.675, 527, 50]",['the garden of delights']
moms,global fusion,"[14603.5, 117.65, 204.025, 3113.425, 39.3575, 745, 273]",['tropical fiesta fusion']
moms,global fusion,"[13053.25, 128.725, 181.85, 2817.65, 28.96, 230, 252]",['mangolicious egg doner kebab fiesta!']
moms,global fusion,"[13374.5, 342.5, 549.7, 1727.45, 48.5725, 312, 81]",['the global gourmet adventure!']
moms,global fusion,"[13652.5, 406.55, 769.8, 1197.975, 60.105, 653, 56]",['taste of the world adventure!']
moms,global fusion,"[13106.35, 359.775, 644.9, 1419.05, 39.8125, 515, 66]",['the summery sampler']
moms,global fusion,"[13960.85, 300.2, 424.6, 2309.9, 49.255, 770, 59]",['tropical fusion delight!']
moms,global fusion,"[14997.1, 578.8, 746.0, 1456.2, 46.17, 520, 56]","[""the grandma's kitchen mix-up!""]"
moms,global fusion,"[13769.0, 327.25, 496.1, 2008.55, 46.8625, 265, 52]",['the italian-irish fusion feast!']
moms,japanese,"[14207.1, 440.05, 752.2, 1344.6, 45.715, 925, 64]",['the tokyo fusion feast!']
moms,japanese,"[13161.8, 530.45, 767.25, 959.65, 51.5325, 1205, 38]",['taste of japan: a fusion of flavors']
moms,japanese,"[13116.35, 452.15, 598.475, 1424.25, 47.465, 1678, 52]",['the far east fusion feast']
moms,japanese,"[13474.6, 476.45, 919.1, 791.0, 46.4825, 1145, 43]",['tastes of tokyo delight!']
moms,japanese,"[14017.85, 332.15, 991.9, 928.2, 35.0675, 475, 45]",['tastes of japan: a fusion of flavors!']
moms,japanese,"[13822.2, 481.85, 857.6, 1009.25, 59.965, 535, 48]",['taste of japan: a culinary adventure!']
moms,japanese,"[13837.35, 567.45, 680.375, 1244.2, 54.9725, 1860, 51]",['tastes of tokyo: a fusion of japanese cuisine!']
moms,japanese,"[13851.7, 531.8, 856.775, 960.55, 56.14, 1160, 38]",['tastes of japan: a fusion of east and west!']
moms,japanese,"[13654.25, 410.05, 942.15, 827.0, 37.9425, 1130, 52]",['the tokyo treats platter']
moms,japanese,"[13406.55, 417.05, 937.85, 790.4, 57.04, 435, 64]",['tantalizing tokyo treats']
moms,beginner-friendly,"[14862.25, 230.275, 642.8, 1989.175, 21.495, 920, 142]",['sweet tooth delight!']
moms,beginner-friendly,"[14968.75, 447.95, 853.7, 1317.3, 35.2775, 1020, 110]",['the sweet and savory supper spectacular!']
moms,beginner-friendly,"[13432.25, 415.725, 595.5, 1395.075, 37.465, 1190, 111]",['sweet and savory delights']
moms,beginner-friendly,"[13351.75, 482.9, 585.55, 1332.5, 40.1375, 548, 91]",['the sweet & savory surprise!']
moms,beginner-friendly,"[13848.5, 262.3, 538.575, 1991.8, 20.9975, 235, 96]",['sweet & savory surprise!']
moms,beginner-friendly,"[14784.75, 276.075, 579.125, 2122.175, 30.43, 505, 102]",['sweet and savory delights!']
moms,beginner-friendly,"[13320.75, 390.775, 794.25, 1151.175, 36.675, 698, 76]",['the sweet and savory sensation!']
moms,italian,"[14299.0, 867.9, 861.275, 719.075, 52.4425, 455, 58]",['feast of fowl and flavors!']
moms,italian,"[14283.25, 689.435, 803.72, 1069.93, 52.87, 855, 46]",['savory spinach surprise!']
moms,italian,"[13394.75, 562.47, 962.24, 537.885, 49.04, 320, 58]",['gourmet garden delight!']
moms,italian,"[13714.45, 658.75, 750.55, 1014.05, 62.73, 405, 55]",['the gourmet fusion feast!']
moms,italian,"[13677.25, 496.075, 928.95, 634.65, 38.015, 400, 76]",['the italian extravaganza!']
moms,italian,"[14085.5, 466.065, 651.68, 1486.195, 29.4375, 475, 68]",['the savory surprise platter!']
moms,italian,"[13229.8, 425.075, 1063.675, 356.0, 33.1625, 775, 42]",['aromatic italian extravaganza']
moms,italian,"[14596.0, 522.325, 821.0, 1137.35, 63.1625, 1590, 45]",['the italian-chicago fusion feast']
moms,italian,"[13454.5, 697.925, 799.55, 815.55, 53.1525, 839, 46]",['the italian feast']
moms,grilling,"[13882.25, 637.625, 934.3, 598.05, 55.3775, 330, 42]",['feast of flavors!']
moms,grilling,"[13936.75, 747.47, 732.74, 963.21, 70.885, 833, 61]",['the hearth and home feast!']
moms,grilling,"[13453.0, 475.05, 819.45, 938.65, 56.275, 654, 62]",['the sausage sizzle spectacular!']
moms,grilling,"[13319.75, 510.75, 727.75, 1066.3, 44.19, 509, 48]",['mountain-to-sea cast iron feast']
moms,grilling,"[13283.0, 618.2, 571.0, 1328.75, 55.7825, 1300, 40]","[""the lucky leprechaun's feast""]"
moms,grilling,"[14432.25, 691.15, 748.05, 1242.15, 56.42, 1475, 42]",['taste of the world meal plan']
moms,grilling,"[13406.5, 506.5, 531.05, 1602.3, 36.95, 1138, 72]",['the savory six-pack.']
moms,grilling,"[13035.75, 572.15, 874.7, 521.3, 51.07, 1058, 58]",['fiesta fusion feast!']
moms,grilling,"[14011.5, 575.5, 751.225, 1033.4, 64.455, 2065, 56]",['the buffalo bonanza!']
moms,grilling,"[14517.5, 706.525, 890.125, 866.5, 89.225, 605, 45]",['the italian-portuguese fusion fiesta!']
moms,european,"[13106.5, 560.7, 653.8, 1077.3, 68.3525, 502, 30]",['scandinavian comfort food fiesta!']
moms,european,"[13765.5, 605.3, 819.85, 802.2, 71.29, 445, 76]",['global comfort cuisine']
moms,european,"[13523.0, 369.7, 690.75, 1382.6, 31.8225, 507, 82]",['scandinavian fusion feast']
moms,european,"[13090.0, 439.05, 565.65, 1509.1, 43.1275, 532, 37]",['the international feast of comfort food!']
moms,european,"[13371.5, 342.2, 599.85, 1657.6, 31.11, 422, 71]",['the great european feast!']
moms,european,"[13371.5, 342.2, 599.85, 1657.6, 31.11, 422, 71]",['the european comfort food extravaganza!']
moms,european,"[13051.0, 583.7, 638.3, 1102.95, 69.735, 482, 31]",['the international feast of flavors!']
moms,european,"[13516.0, 513.65, 563.55, 1538.85, 42.895, 522, 39]",['the european fusion feast!']
moms,european,"[13821.0, 653.8, 797.3, 805.05, 71.4925, 570, 76]",['the euro-fusion feast!']
moms,european,"[14913.5, 654.8, 853.4, 980.25, 73.6025, 560, 80]",['european fusion cuisine']
moms,european,"[13630.0, 548.4, 797.45, 888.35, 68.0575, 435, 72]",['scandinavian-celtic fusion feast']
moms,european,"[13149.0, 566.7, 632.0, 1144.2, 70.0375, 562, 37]",['the eastern european extravaganza!']
moms,european,"[13371.5, 342.2, 599.85, 1657.6, 31.11, 422, 71]",['the international potato fiesta!']
moms,european,"[14106.0, 650.0, 687.7, 1152.45, 74.145, 572, 37]",['the international feast of comfort foods']
moms,northeastern delights,"[14512.75, 324.525, 503.275, 2126.675, 44.485, 360, 60]",['the melting pot platter']
moms,northeastern delights,"[13536.25, 323.25, 521.725, 1842.425, 25.0825, 295, 40]","[""the lucky leprechaun's kitchen delight!""]"
moms,northeastern delights,"[13049.75, 254.925, 460.825, 1953.675, 20.295, 285, 44]",['the emerald isle mashup!']
moms,northeastern delights,"[13428.75, 359.6, 519.025, 1702.725, 29.8275, 305, 40]",['irish-nashville-new england-rhode island pie-palooza!']
moms,northeastern delights,"[14842.75, 348.55, 583.225, 1969.225, 28.3375, 345, 48]",['the big apple clam-chowder-fry-fiesta!']
moms,northeastern delights,"[14393.25, 363.35, 514.975, 1958.425, 46.5475, 435, 60]",['the emerald isle feast']
moms,northeastern delights,"[14017.75, 319.875, 530.825, 1934.575, 34.95, 310, 44]",['celtic comfort eats!']
moms,northeastern delights,"[13757.75, 263.225, 459.725, 2113.775, 29.805, 340, 56]",['the celtic-big apple-mediterranean-music city-sous vide fiesta!']
moms,northeastern delights,"[13740.75, 327.3, 456.125, 2008.625, 35.7375, 420, 64]",['the emerald isle feast!']
moms,northeastern delights,"[13757.75, 263.225, 459.725, 2113.775, 29.805, 340, 56]",['the unconventional delight platter']
moms,northeastern delights,"[13757.75, 263.225, 459.725, 2113.775, 29.805, 340, 56]",['the unconventional concoction']
moms,northeastern delights,"[13758.0, 293.825, 442.775, 2021.725, 18.78, 915, 42]",['the emerald isles and beyond meal plan']
moms,northeastern delights,"[14437.75, 331.425, 540.725, 1988.175, 27.975, 280, 42]",['the unconventional fusion feast']
moms,northeastern delights,"[13660.25, 397.975, 551.9, 1612.6, 50.3725, 270, 48]",['the shamrock supper!']
moms,southwest flavors,"[14221.7, 591.925, 853.425, 1180.125, 44.68, 920, 71]",['the southwest fiesta platter']
moms,southwest flavors,"[13792.2, 520.4, 826.0, 1043.275, 41.465, 873, 102]",['the fiery fiesta fiesta!']
moms,southwest flavors,"[13618.75, 394.3, 883.15, 931.55, 49.185, 455, 50]",['fiesta de chile y queso!']
moms,southwest flavors,"[14852.0, 508.0, 839.75, 1257.675, 41.995, 435, 72]",['southwest fiesta fiesta!']
moms,southwest flavors,"[13972.95, 217.575, 1075.275, 829.675, 35.66, 608, 86]",['fiesta of fire and flavor!']
moms,southwest flavors,"[14188.0, 446.175, 882.175, 1063.9, 36.115, 390, 60]",['fiesta de desayuno southwest!']
moms,southwest flavors,"[14278.05, 400.7, 912.65, 1066.55, 39.63, 1040, 67]",['fiesta de chile y queso']
moms,southwest flavors,"[13115.1, 275.5, 964.05, 887.1, 32.88, 355, 30]",['fiesta of fire!']
moms,southwest flavors,"[13041.85, 405.25, 933.45, 825.675, 31.68, 243, 84]",['fiesta fiesta fiesta breakfast fiesta!']
moms,coastal cuisine,"[14521.75, 500.725, 864.9, 766.45, 83.745, 315, 48]","[""lemon-lovin' seafood sampler""]"
moms,coastal cuisine,"[13679.25, 462.85, 835.075, 658.775, 77.23, 300, 32]",['island-style comfort food bonanza!']
moms,coastal cuisine,"[14414.25, 531.575, 869.95, 963.425, 80.7325, 310, 50]",['tropical tango fusion!']
moms,coastal cuisine,"[13208.75, 430.15, 758.15, 649.95, 82.9525, 675, 48]",['tropical fiesta of flavors']
moms,coastal cuisine,"[14703.75, 501.225, 865.1, 813.05, 84.895, 420, 56]",['tropical island clam chowder fiesta!']
moms,coastal cuisine,"[13415.25, 524.6, 854.925, 790.625, 76.73, 280, 40]",['tropical island fusion feast']
moms,coastal cuisine,"[14306.75, 527.9, 856.05, 986.525, 82.005, 940, 54]",['the island getaway platter']
moms,coastal cuisine,"[14268.5, 417.5, 1442.225, 1197.1, 76.86, 1330, 58]",['tropical fiesta fiesta!']
moms,coastal cuisine,"[14298.25, 476.0, 1001.875, 762.025, 86.63, 430, 48]",['tropical citrus seafood extravaganza!']
moms,coastal cuisine,"[14059.25, 465.15, 849.675, 725.775, 79.455, 420, 44]",['tropical tastes of the south!']
moms,coastal cuisine,"[13575.0, 416.0, 1455.5, 1021.6, 72.66, 745, 48]",['the citrusy and spicy seafood fiesta!']
moms,coastal cuisine,"[13597.25, 525.1, 855.125, 837.225, 77.88, 385, 48]",['tropical tastebud temptations!']
moms,coastal cuisine,"[14116.25, 475.5, 1001.675, 715.425, 85.48, 325, 40]",['citrusy seafood extravaganza!']
moms,coastal cuisine,"[13425.75, 414.875, 825.975, 954.625, 74.0475, 790, 44]",['taste of the tropics: a citrusy fusion of seafood chicken and sangria!']
moms,coastal cuisine,"[13162.75, 446.35, 826.075, 872.2, 74.2875, 340, 46]",['tropical citrus fusion!']
moms,detoxifying,"[13459.25, 325.95, 694.3, 1468.1, 52.775, 260, 99]",['deliciously unexpected delights']
moms,detoxifying,"[13760.75, 320.75, 743.0, 1440.65, 54.765, 510, 119]",['the sweet and spicy fusion plan']
moms,detoxifying,"[14588.0, 365.05, 624.8, 1886.6, 57.3375, 860, 93]",['the sweet and sour supper spectacular!']
moms,detoxifying,"[14912.0, 365.625, 736.95, 1716.325, 56.495, 930, 166]",['sweet and savory sensations!']
moms,detoxifying,"[13898.5, 259.2, 696.8, 1698.3, 38.3775, 1070, 95]",['the sweet and savory stew-fest!']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the comforting cozy collection']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the unconventional epicurean adventure!']
moms,immune-boosting,"[13115.5, 462.2, 614.45, 1332.25, 65.735, 1390, 54]",['the comforting culinary adventure']
moms,immune-boosting,"[13097.25, 370.575, 586.55, 1595.025, 63.74, 1540, 63]",['the sweet and savory stew-fare']
moms,immune-boosting,"[13115.5, 462.2, 614.45, 1332.25, 65.735, 1390, 54]",['the comforting cozy cuisine plan']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the cozy comfort collection']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the sweet and sour sensation!']
moms,immune-boosting,"[13097.25, 370.575, 586.55, 1595.025, 63.74, 1540, 63]",['the sweet and savory slow cooker soiree']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the sweet and sour sugar-free adventure!']
moms,immune-boosting,"[13053.0, 374.675, 554.05, 1556.125, 68.0475, 1555, 63]",['the comforting cozy concoction']
moms,immune-boosting,"[13097.25, 370.575, 586.55, 1595.025, 63.74, 1540, 63]",['the sweet and savory adventure!']
moms,comfort food,"[13202.0, 571.175, 582.4, 1367.9, 49.235, 345, 36]","[""tastebud tour of shepherd's pie!""]"
moms,comfort food,"[13758.0, 580.075, 612.5, 1419.3, 52.46, 475, 34]",['the comforting classics collection']
moms,comfort food,"[14453.5, 584.075, 647.5, 1523.9, 55.3525, 475, 34]",['the comforting classics combo!']
moms,comfort food,"[13719.5, 558.325, 622.4, 1444.1, 50.1575, 500, 36]",['the comforting classics platter']
moms,comfort food,"[13390.25, 580.925, 565.25, 1464.85, 53.945, 360, 34]","[""the shepherd's pie surprise!""]"
moms,comfort food,"[13342.5, 572.975, 634.0, 1291.0, 49.3525, 305, 30]","[""a taste of home: brioche french toast daddys way shepherds pie traditional shepherds pie and laurie's shepherds pie.""]"
moms,comfort food,"[14220.0, 585.075, 610.0, 1542.9, 54.21, 500, 32]","[""the shepherd's delight!""]"
moms,comfort food,"[13714.0, 561.875, 604.9, 1447.2, 50.33, 440, 32]",['the comforting classics feast!']
moms,comfort food,"[13278.0, 575.275, 594.0, 1352.4, 53.31, 315, 32]",['tastes of the past: a trio of shepherds pie and brioche french toast']
moms,comfort food,"[13109.0, 573.975, 596.5, 1310.0, 48.21, 330, 28]","[""the grand shepherd's feast!""]"
moms,comfort food,"[13336.0, 583.875, 623.0, 1298.6, 48.94, 325, 30]","[""the shepherd's feast!""]"
moms,comfort food,"[14220.0, 585.075, 610.0, 1542.9, 54.21, 500, 32]",['a taste of home cooking: brioche french toast supreme shepherds pie hearty beef stew with dumplings and traditional shepherds pie.']
moms,comfort food,"[14220.0, 585.075, 610.0, 1542.9, 54.21, 500, 32]","[""the shepherd's table delight!""]"
moms,southern comfort,"[13705.5, 369.4, 669.125, 1412.4, 28.96, 850, 94]",['the heartland holiday feast']
moms,southern comfort,"[14707.75, 289.825, 720.075, 1615.775, 27.03, 630, 72]",['the unforgettable feast']
moms,southern comfort,"[13402.6, 299.45, 614.4, 1706.55, 28.86, 855, 35]",['the breakfast brunch and bbq bonanza!']
moms,southern comfort,"[14127.25, 449.35, 726.175, 1388.0, 28.4475, 1275, 40]",['the southern comfort platter']
moms,southern comfort,"[13100.75, 554.0, 740.125, 1042.6, 40.2475, 1915, 60]",['the lucky leprechaun feast!']
moms,southern comfort,"[14181.5, 627.075, 661.9, 1367.05, 66.2275, 330, 61]",['taste of the south: a fusion of sweet and savory delights!']
moms,southern comfort,"[14477.75, 389.4, 1046.975, 896.725, 43.84, 310, 66]",['southern comfort fusion!']
moms,southern comfort,"[14733.25, 454.85, 949.9, 1030.2, 33.2875, 338, 82]",['the spicy-sweet fiesta!']
moms,southern comfort,"[14827.0, 586.55, 630.05, 1581.1, 54.5625, 1360, 50]",['the grand cajun-greek-polish feast!']
moms,southern comfort,"[14401.25, 455.175, 846.9, 1126.45, 46.2975, 1240, 78]",['the comfort food extravaganza']
moms,southern comfort,"[13446.5, 341.025, 567.0, 1816.4, 30.74, 1280, 98]",['festive holiday brunch bonanza']
moms,southern comfort,"[14174.0, 597.025, 827.125, 813.975, 69.0925, 610, 56]",['southern comfort cuisine']
moms,date night dinners,"[13813.25, 536.6, 634.95, 1339.75, 50.64, 1115, 66]",['the festive feast of flavorful fusion!']
moms,date night dinners,"[14500.0, 421.625, 651.6, 1525.45, 80.125, 464, 85]",['gingerly gourmet gala!']
moms,date night dinners,"[13614.85, 443.4, 863.825, 1030.05, 72.5975, 332, 54]",['tropical fiesta feast!']
moms,date night dinners,"[14255.0, 491.325, 685.2, 1324.65, 35.465, 880, 55]",['the emerald feast']
moms,date night dinners,"[14765.0, 888.25, 833.7, 886.5, 61.455, 380, 52]",['the global fusion fiesta!']
moms,date night dinners,"[14307.5, 466.75, 673.35, 1501.4, 42.095, 710, 135]",['tropical fiesta fusion!']
moms,date night dinners,"[13707.9, 371.625, 566.025, 1739.725, 45.6075, 315, 44]",['the sweet & savory fiesta!']
moms,date night dinners,"[14251.75, 384.15, 780.425, 1383.575, 60.93, 785, 85]",['the eclectic epicurean extravaganza!']
moms,date night dinners,"[14006.5, 337.925, 672.575, 1658.075, 58.2325, 825, 98]",['a taste of passover: sweet and savory delights!']
moms,date night dinners,"[13628.0, 378.125, 479.7, 1802.925, 42.54, 1015, 100]",['autumn fiesta!']
moms,date night dinners,"[14050.0, 256.25, 429.725, 2280.375, 37.6275, 485, 89]",['santa maria fiesta!']
moms,date night dinners,"[14839.0, 478.15, 851.35, 1247.45, 46.785, 1545, 77]",['the island adventure']
moms,american,"[14300.5, 780.85, 831.075, 769.475, 57.1025, 1565, 70]","[""mountain man's corned beef stroganoff bonanza!""]"
moms,american,"[13293.5, 604.25, 724.9, 940.575, 50.915, 270, 45]",['the unconventional culinary adventure!']
moms,american,"[14592.75, 311.1, 722.05, 1657.825, 30.2475, 563, 68]",['the biscuit bonanza bbq bash!']
moms,american,"[13051.0, 562.9, 822.9, 750.15, 46.22, 745, 38]",['tropical winter feast']
moms,american,"[14498.25, 556.475, 894.2, 885.325, 60.28, 335, 36]",['the all-american feast']
moms,american,"[13890.25, 654.5, 767.3, 956.1, 44.265, 1335, 48]","[""miner's morning mash-up!""]"
moms,american,"[13518.75, 844.525, 914.85, 404.4, 66.055, 1215, 56]",['the big apple bbq bash!']
moms,american,"[13178.5, 864.35, 712.525, 594.225, 63.13, 357, 56]",['tastes of the southwest']
moms,american,"[14924.5, 540.15, 847.2, 1157.85, 48.83, 1146, 138]",['the campfire fiesta!']
moms,american,"[14389.25, 602.675, 733.875, 1050.925, 44.895, 675, 58]",['campfire chili pie pack!']
moms,american,"[13582.5, 712.075, 851.475, 665.725, 70.2925, 1569, 55]",['the savory spectacle']
moms,american,"[13270.0, 399.7, 667.725, 1204.85, 35.9025, 440, 54]",['autumn aromas and savory suppers!']
moms,american,"[14605.0, 605.875, 945.45, 826.6, 58.175, 727, 49]",['the great american feast!']
moms,american,"[13728.0, 666.175, 971.15, 343.925, 43.1275, 1535, 48]",['the unexpected brunch platter']
moms,american,"[14732.75, 703.3, 811.35, 920.375, 55.2925, 730, 48]","[""mom's comfort kitchen!""]"
moms,german,"[13929.0, 558.4, 632.65, 1411.3, 53.7425, 560, 41]",['the sauerkraut sizzle!']
moms,german,"[13476.75, 631.65, 670.325, 1018.125, 49.295, 1190, 41]",['the germanic feast of delights!']
moms,german,"[13301.0, 511.9, 675.3, 1177.55, 51.955, 1065, 51]",['oktoberfest oompah platter']
moms,german,"[13320.0, 463.0, 776.95, 1047.0, 36.9475, 825, 49]",['the german festive feast!']
moms,german,"[13110.0, 495.125, 759.7, 989.0, 43.79, 1720, 43]",['the sauerkraut sampler']
moms,german,"[13457.0, 430.7, 706.75, 1211.4, 36.8575, 695, 45]",['the german feast of flavor!']
moms,german,"[13382.5, 464.2, 733.55, 1100.5, 40.6225, 1115, 47]",['sauerkraut smorgasbord']
moms,german,"[13184.5, 317.525, 710.75, 1327.75, 28.3825, 1190, 57]",['oktoberfest of potatoes and sauerkraut!']
moms,german,"[14531.25, 496.85, 702.225, 1311.525, 38.455, 840, 59]",['sauerkraut spectacular!']
moms,german,"[13589.25, 473.95, 684.775, 1148.275, 35.0425, 730, 39]",['the germanic delight!']
moms,german,"[13030.5, 329.3, 732.35, 1224.05, 28.8875, 810, 45]",['oktoberfest sausage surprise!']
moms,german,"[13184.5, 317.525, 710.75, 1327.75, 28.3825, 1190, 57]",['oktoberfest feast of flavorful potatoes and sauerkraut!']
moms,american,"[14370.75, 510.375, 1016.8, 754.95, 40.42, 375, 98]",['the sausage-y seven!']
moms,american,"[13770.0, 581.6, 677.275, 1277.425, 40.9, 655, 47]",['autumn harvest fusion feast']
moms,american,"[13178.25, 493.975, 747.375, 1092.8, 46.6575, 610, 37]",['zesty fiesta fiesta!']
moms,american,"[13155.0, 708.15, 1002.7, 335.025, 64.2275, 1332, 81]",['the grilled and smoked feast!']
moms,american,"[14577.5, 419.825, 830.1, 1315.55, 36.86, 790, 60]",['the cowboy fiesta!']
moms,american,"[14264.0, 543.65, 850.3, 897.95, 46.505, 925, 42]",['fiery fusions feast!']
moms,american,"[14268.0, 475.9, 793.9, 1244.775, 45.85, 1763, 76]",['the savory sampler platter']
moms,american,"[14454.25, 541.425, 698.675, 1397.1, 61.9475, 1610, 68]","[""the cowboy's delight!""]"
moms,american,"[13149.5, 679.0, 849.125, 536.925, 47.255, 385, 42]",['the epic meaty adventure!']
moms,american,"[13802.75, 698.15, 771.2, 826.475, 71.25, 930, 45]",['savory sunday supper!']
moms,american,"[14558.5, 582.4, 1132.925, 301.85, 63.73, 1365, 32]",['the big easy feast!']
moms,american,"[14818.25, 438.15, 966.6, 1130.05, 28.87, 910, 54]",['the breakfast lunch and dinner bonanza!']
moms,american,"[14082.25, 635.025, 644.475, 1213.875, 58.1825, 998, 77]",['the tailgate table!']
moms,american,"[13970.5, 488.975, 779.625, 981.575, 42.075, 324, 68]",['the ultimate comfort food fiesta!']
moms,middle eastern,"[13596.25, 398.9, 946.05, 613.45, 41.615, 547, 59]",['hearty jewish chicken stew']
moms,middle eastern,"[14459.75, 510.15, 858.825, 1153.75, 44.5425, 990, 61]","[""grandma's savory sabbath stew.""]"
moms,middle eastern,"[13763.75, 488.75, 685.575, 1269.85, 36.4475, 1530, 40]",['sesame-studded simit supper']
moms,middle eastern,"[14713.25, 510.4, 800.1, 1223.575, 51.7575, 564, 52]",['turkish egg cilbir delight']
moms,middle eastern,"[13935.1, 495.75, 638.4, 1463.2, 39.05, 1195, 78]","[""grandma's traditional cholent surprise""]"
moms,beginner-friendly,"[13627.25, 480.425, 963.775, 634.05, 44.2775, 518, 66]",['waffle cone fiesta bowls']
moms,beginner-friendly,"[13228.5, 309.5, 617.75, 1587.25, 48.765, 875, 62]",['belgian pearl sugar waffle fiesta']
moms,beginner-friendly,"[13006.75, 401.525, 679.4, 1274.775, 28.135, 490, 63]",['fluffy buttermilk pancake party']
moms,beginner-friendly,"[14771.0, 669.825, 698.775, 1326.6, 50.71, 557, 79]",['savory strata surprise!']
moms,high-fiber,"[14659.25, 255.5, 780.675, 1558.8, 21.3475, 515, 91]",['biscuit mix bonanza!']
moms,high-fiber,"[14995.25, 340.525, 1071.4, 955.45, 37.06, 755, 70]",['fried mushroom fiesta bowls']
moms,grilling,"[14571.75, 559.0, 616.9, 1497.4, 60.555, 1299, 58]",['fiesta fiesta tortilla soup surprise!']
